bvn,year_month,total_inflows,total_outflows,num_inflow_txns,num_outflow_txns,spending_ratio,net_cashflow,state_of_residence,top_spend_category,state_avg_spending_ratio
20000000040,2025-09,0.0,97861.0,0,1,,-97861.0,Ebonyi,Other_Spend,0.0
20000000040,2026-01,0.0,72271.0,0,1,,-72271.0,Ebonyi,Utilities,0.0
20000000041,2025-04,717162.0,0.0,1,0,0.0,717162.0,Taraba,,0.0
20000000041,2025-10,0.0,37335.0,0,1,,-37335.0,Taraba,Restaurant,0.0
20000000041,2025-11,0.0,353164.0,0,1,,-353164.0,Taraba,Transfers,0.0
20000000042,2025-03,884429.0,0.0,1,0,0.0,884429.0,Katsina,,0.0
20000000042,2025-09,0.0,45641.0,0,1,,-45641.0,Katsina,Housing,0.0
20000000042,2025-12,0.0,190770.0,0,1,,-190770.0,Katsina,Entertainment,0.0
20000000043,2025-08,0.0,261647.0,0,1,,-261647.0,Imo,Transfers,0.0
20000000043,2025-09,339209.0,0.0,1,0,0.0,339209.0,Imo,,0.0
20000000043,2025-12,0.0,66539.0,0,1,,-66539.0,Imo,Housing,0.0
20000000044,2025-03,0.0,38329.0,0,1,,-38329.0,Kogi,Housing,0.0
20000000044,2025-08,0.0,360190.0,0,1,,-360190.0,Kogi,Food,0.0
20000000044,2025-10,807171.0,0.0,1,0,0.0,807171.0,Kogi,,0.0
20000000045,2025-03,1082826.0,0.0,1,0,0.0,1082826.0,Borno,,0.0
20000000045,2025-06,0.0,95993.0,0,1,,-95993.0,Borno,Food,0.0
20000000045,2025-08,0.0,139356.0,0,1,,-139356.0,Borno,Healthcare,0.0
20000000046,2025-09,0.0,74716.0,0,1,,-74716.0,Taraba,Healthcare,0.0
20000000046,2025-11,0.0,15038.0,0,1,,-15038.0,Taraba,Healthcare,0.0
20000000046,2025-12,115719.0,0.0,1,0,0.0,115719.0,Taraba,,0.0
20000000047,2025-03,0.0,51838.0,0,1,,-51838.0,Lagos,Entertainment,0.0
20000000047,2025-07,0.0,10836.0,0,1,,-10836.0,Lagos,Food,0.0
20000000047,2025-09,49467.0,0.0,1,0,0.0,49467.0,Lagos,,0.0
20000000048,2025-06,0.0,128506.0,0,1,,-128506.0,Jigawa,Food,0.0
20000000048,2025-11,999531.0,0.0,1,0,0.0,999531.0,Jigawa,,0.0
20000000048,2026-01,0.0,29880.0,0,1,,-29880.0,Jigawa,Restaurant,0.0
20000000049,2025-06,0.0,140429.0,0,1,,-140429.0,Jigawa,Housing,0.0
20000000049,2025-08,0.0,317392.0,0,1,,-317392.0,Jigawa,Transport,0.0
20000000049,2025-12,352604.0,0.0,1,0,0.0,352604.0,Jigawa,,0.0
20000000050,2025-02,0.0,35112.0,0,1,,-35112.0,Taraba,Utilities,0.0
20000000050,2025-10,0.0,265339.0,0,1,,-265339.0,Taraba,Utilities,0.0
20000000050,2026-01,217022.0,0.0,1,0,0.0,217022.0,Taraba,,0.0
20000000051,2025-04,220730.0,0.0,1,0,0.0,220730.0,Imo,,0.0
20000000051,2025-08,0.0,276812.0,0,1,,-276812.0,Imo,Healthcare,0.0
20000000051,2025-11,0.0,101996.0,0,1,,-101996.0,Imo,Food,0.0
20000000052,2025-02,0.0,237964.0,0,1,,-237964.0,Bauchi,Transport,0.0
20000000052,2025-03,716948.0,0.0,1,0,0.0,716948.0,Bauchi,,0.0
20000000052,2025-04,0.0,69436.0,0,1,,-69436.0,Bauchi,Restaurant,0.0
20000000053,2025-08,243169.0,0.0,1,0,0.0,243169.0,Benue,,0.0
20000000053,2025-11,0.0,8189.0,0,1,,-8189.0,Benue,Housing,0.0
20000000053,2026-01,0.0,29588.0,0,1,,-29588.0,Benue,Transport,0.0
20000000054,2025-03,0.0,206424.0,0,1,,-206424.0,Kano,Entertainment,0.0
20000000054,2025-11,1250345.0,0.0,1,0,0.0,1250345.0,Kano,,0.0
20000000054,2025-12,0.0,134058.0,0,1,,-134058.0,Kano,Healthcare,0.0
20000000055,2025-03,89253.0,0.0,1,0,0.0,89253.0,Kebbi,,0.0
20000000055,2025-04,0.0,28349.0,0,1,,-28349.0,Kebbi,Debt,0.0
20000000055,2025-09,0.0,15136.0,0,1,,-15136.0,Kebbi,Education,0.0
20000000056,2025-04,0.0,165807.0,0,1,,-165807.0,Taraba,Food,0.0
20000000056,2025-07,0.0,412786.0,0,1,,-412786.0,Taraba,Education,0.0
20000000056,2025-12,948289.0,0.0,1,0,0.0,948289.0,Taraba,,0.0
20000000057,2025-07,82579.0,0.0,1,0,0.0,82579.0,FCT,,0.0
20000000057,2025-09,0.0,26513.0,0,1,,-26513.0,FCT,Education,0.0
20000000057,2025-12,0.0,53863.0,0,1,,-53863.0,FCT,Restaurant,0.0
20000000058,2025-05,0.0,44209.0,0,1,,-44209.0,Kano,Entertainment,0.0
20000000058,2025-10,147543.0,0.0,1,0,0.0,147543.0,Kano,,0.0
20000000058,2026-01,0.0,25930.0,0,1,,-25930.0,Kano,Food,0.0
20000000059,2025-07,0.0,233728.0,0,1,,-233728.0,Jigawa,Entertainment,0.0
20000000059,2025-09,0.0,156994.0,0,1,,-156994.0,Jigawa,Food,0.0
20000000059,2025-12,93925.0,0.0,1,0,0.0,93925.0,Jigawa,,0.0
20000000060,2025-03,0.0,122320.0,0,1,,-122320.0,Borno,Food,0.0
20000000060,2025-04,913227.0,0.0,1,0,0.0,913227.0,Borno,,0.0
20000000060,2025-09,0.0,118509.0,0,1,,-118509.0,Borno,Utilities,0.0
20000000061,2025-02,0.0,135788.0,0,1,,-135788.0,Ekiti,Utilities,0.0
20000000061,2025-04,0.0,111572.0,0,1,,-111572.0,Ekiti,Housing,0.0
20000000061,2025-10,232367.0,0.0,1,0,0.0,232367.0,Ekiti,,0.0
20000000062,2025-02,40716.0,0.0,1,0,0.0,40716.0,Kwara,,0.0
20000000062,2025-07,0.0,14834.0,0,1,,-14834.0,Kwara,Transport,0.0
20000000062,2026-01,0.0,21338.0,0,1,,-21338.0,Kwara,Debt,0.0
20000000063,2025-02,86546.0,0.0,1,0,0.0,86546.0,Edo,,0.0
20000000063,2025-09,0.0,38321.0,0,1,,-38321.0,Edo,Transfers,0.0
20000000063,2026-01,0.0,25082.0,0,1,,-25082.0,Edo,Clothing,0.0
20000000064,2025-08,863629.0,0.0,1,0,0.0,863629.0,Benue,,0.0
20000000064,2025-11,0.0,88224.0,0,1,,-88224.0,Benue,Education,0.0
20000000064,2026-01,0.0,121769.0,0,1,,-121769.0,Benue,Transport,0.0
20000000065,2025-02,0.0,6289.0,0,1,,-6289.0,Kwara,Transfers,0.0
20000000065,2025-08,95427.0,0.0,1,0,0.0,95427.0,Kwara,,0.0
20000000065,2025-12,0.0,19620.0,0,1,,-19620.0,Kwara,Transfers,0.0
20000000066,2025-11,0.0,40536.0,0,1,,-40536.0,Ekiti,Food,0.0
20000000066,2025-12,0.0,23168.0,0,1,,-23168.0,Ekiti,Transport,0.0
20000000066,2026-01,82441.0,0.0,1,0,0.0,82441.0,Ekiti,,0.0
20000000067,2025-03,0.0,21226.0,0,1,,-21226.0,Enugu,Food,0.0
20000000067,2025-04,0.0,34007.0,0,1,,-34007.0,Enugu,Food,0.0
20000000067,2025-11,42284.0,0.0,1,0,0.0,42284.0,Enugu,,0.0
20000000068,2025-02,0.0,194147.0,0,1,,-194147.0,Jigawa,Food,0.0
20000000068,2025-12,329001.0,0.0,1,0,0.0,329001.0,Jigawa,,0.0
20000000068,2026-01,0.0,131445.0,0,1,,-131445.0,Jigawa,Transport,0.0
20000000069,2025-04,0.0,6393.0,0,1,,-6393.0,Kwara,Food,0.0
20000000069,2025-08,0.0,23933.0,0,1,,-23933.0,Kwara,Housing,0.0
20000000069,2026-01,100670.0,0.0,1,0,0.0,100670.0,Kwara,,0.0
20000000070,2025-02,0.0,51069.0,0,1,,-51069.0,Enugu,Education,0.0
20000000070,2025-05,620932.0,0.0,1,0,0.0,620932.0,Enugu,,0.0
20000000070,2025-06,0.0,202060.0,0,1,,-202060.0,Enugu,Utilities,0.0
20000000071,2025-04,170865.0,0.0,1,0,0.0,170865.0,Lagos,,0.0
20000000071,2025-09,0.0,25337.0,0,1,,-25337.0,Lagos,Utilities,0.0
20000000071,2026-01,0.0,84247.0,0,1,,-84247.0,Lagos,Food,0.0
20000000072,2025-04,0.0,47421.0,0,1,,-47421.0,Bauchi,Food,0.0
20000000072,2025-06,21288.0,0.0,1,0,0.0,21288.0,Bauchi,,0.0
20000000072,2026-01,0.0,10444.0,0,1,,-10444.0,Bauchi,Debt,0.0
20000000073,2025-07,0.0,48532.0,0,1,,-48532.0,Anambra,Debt,0.0
20000000073,2025-08,0.0,4660.0,0,1,,-4660.0,Anambra,Transport,0.0
20000000073,2026-01,194385.0,0.0,1,0,0.0,194385.0,Anambra,,0.0
20000000074,2025-08,0.0,246611.0,0,1,,-246611.0,Rivers,Clothing,0.0
20000000074,2025-09,160158.0,0.0,1,0,0.0,160158.0,Rivers,,0.0
20000000074,2025-11,0.0,33409.0,0,1,,-33409.0,Rivers,Transfers,0.0
20000000075,2025-02,331268.0,0.0,1,0,0.0,331268.0,Delta,,0.0
20000000075,2025-07,0.0,46187.0,0,1,,-46187.0,Delta,Restaurant,0.0
20000000075,2025-10,0.0,53861.0,0,1,,-53861.0,Delta,Healthcare,0.0
20000000076,2025-07,0.0,69138.0,0,1,,-69138.0,Taraba,Housing,0.0
20000000076,2025-10,418124.0,0.0,1,0,0.0,418124.0,Taraba,,0.0
20000000076,2025-12,0.0,143953.0,0,1,,-143953.0,Taraba,Insurance,0.0
20000000077,2025-02,0.0,12439.0,0,1,,-12439.0,Anambra,Transport,0.0
20000000077,2025-04,77398.0,0.0,1,0,0.0,77398.0,Anambra,,0.0
20000000077,2025-08,0.0,8671.0,0,1,,-8671.0,Anambra,Restaurant,0.0
20000000078,2025-09,0.0,66173.0,0,1,,-66173.0,Rivers,Healthcare,0.0
20000000078,2025-10,95641.0,0.0,1,0,0.0,95641.0,Rivers,,0.0
20000000078,2026-01,0.0,7256.0,0,1,,-7256.0,Rivers,Education,0.0
20000000079,2025-03,0.0,33172.0,0,1,,-33172.0,Ekiti,Food,0.0
20000000079,2025-11,231094.0,0.0,1,0,0.0,231094.0,Ekiti,,0.0
20000000079,2025-12,0.0,13196.0,0,1,,-13196.0,Ekiti,Healthcare,0.0
20000000080,2025-04,0.0,304106.0,0,1,,-304106.0,Nasarawa,Restaurant,0.0
20000000080,2025-06,0.0,259028.0,0,1,,-259028.0,Nasarawa,Utilities,0.0
20000000080,2026-01,108687.0,0.0,1,0,0.0,108687.0,Nasarawa,,0.0
20000000081,2025-11,627242.0,0.0,1,0,0.0,627242.0,Oyo,,0.0
20000000081,2025-12,0.0,207831.0,0,1,,-207831.0,Oyo,Transfers,0.0
20000000081,2026-01,0.0,90217.0,0,1,,-90217.0,Oyo,Food,0.0
20000000082,2025-02,0.0,22065.0,0,1,,-22065.0,Enugu,Food,0.0
20000000082,2025-03,51964.0,0.0,1,0,0.0,51964.0,Enugu,,0.0
20000000082,2025-06,0.0,17966.0,0,1,,-17966.0,Enugu,Transport,0.0
20000000083,2025-06,544648.0,0.0,1,0,0.0,544648.0,Niger,,0.0
20000000083,2025-07,0.0,134538.0,0,1,,-134538.0,Niger,Food,0.0
20000000083,2025-09,0.0,259651.0,0,1,,-259651.0,Niger,Debt,0.0
20000000084,2025-04,0.0,78179.0,0,1,,-78179.0,Katsina,Housing,0.0
20000000084,2025-06,0.0,169687.0,0,1,,-169687.0,Katsina,Transport,0.0
20000000084,2025-12,551962.0,0.0,1,0,0.0,551962.0,Katsina,,0.0
20000000085,2025-05,521965.0,0.0,1,0,0.0,521965.0,Kwara,,0.0
20000000085,2025-10,0.0,82851.0,0,1,,-82851.0,Kwara,Debt,0.0
20000000085,2025-11,0.0,83905.0,0,1,,-83905.0,Kwara,Food,0.0
20000000086,2025-03,0.0,10269.0,0,1,,-10269.0,Taraba,Insurance,0.0
20000000086,2025-06,0.0,11332.0,0,1,,-11332.0,Taraba,Transfers,0.0
20000000086,2026-01,31625.0,0.0,1,0,0.0,31625.0,Taraba,,0.0
20000000087,2025-03,0.0,44295.0,0,1,,-44295.0,Lagos,Clothing,0.0
20000000087,2025-10,0.0,20862.0,0,1,,-20862.0,Lagos,Transfers,0.0
20000000087,2025-12,26072.0,0.0,1,0,0.0,26072.0,Lagos,,0.0
20000000088,2025-02,0.0,48755.0,0,1,,-48755.0,Kogi,Food,0.0
20000000088,2025-04,0.0,104681.0,0,1,,-104681.0,Kogi,Transfers,0.0
20000000088,2025-12,295635.0,0.0,1,0,0.0,295635.0,Kogi,,0.0
20000000089,2025-02,0.0,137064.0,0,1,,-137064.0,FCT,Utilities,0.0
20000000089,2025-08,0.0,235315.0,0,1,,-235315.0,FCT,Transfers,0.0
20000000089,2025-09,86992.0,0.0,1,0,0.0,86992.0,FCT,,0.0
20000000090,2025-03,0.0,209791.0,0,1,,-209791.0,Edo,Clothing,0.0
20000000090,2025-11,939720.0,0.0,1,0,0.0,939720.0,Edo,,0.0
20000000090,2025-12,0.0,260545.0,0,1,,-260545.0,Edo,Food,0.0
20000000091,2025-02,0.0,4995.0,0,1,,-4995.0,Lagos,Healthcare,0.0
20000000091,2025-04,70061.0,0.0,1,0,0.0,70061.0,Lagos,,0.0
20000000091,2025-10,0.0,17213.0,0,1,,-17213.0,Lagos,Transport,0.0
20000000092,2025-04,44172.0,0.0,1,0,0.0,44172.0,Enugu,,0.0
20000000092,2025-06,0.0,11516.0,0,1,,-11516.0,Enugu,Transfers,0.0
20000000092,2025-12,0.0,24928.0,0,1,,-24928.0,Enugu,Housing,0.0
20000000093,2025-06,0.0,342838.0,0,1,,-342838.0,Benue,Food,0.0
20000000093,2025-10,195372.0,0.0,1,0,0.0,195372.0,Benue,,0.0
20000000093,2025-12,0.0,370724.0,0,1,,-370724.0,Benue,Food,0.0
20000000094,2025-03,56653.0,0.0,1,0,0.0,56653.0,Gombe,,0.0
20000000094,2025-08,0.0,12023.0,0,1,,-12023.0,Gombe,Housing,0.0
20000000094,2025-10,0.0,9371.0,0,1,,-9371.0,Gombe,Transfers,0.0
20000000095,2025-02,0.0,233810.0,0,1,,-233810.0,Gombe,Entertainment,0.0
20000000095,2025-03,204046.0,0.0,1,0,0.0,204046.0,Gombe,,0.0
20000000095,2025-05,0.0,249245.0,0,1,,-249245.0,Gombe,Housing,0.0
20000000096,2025-08,0.0,28565.0,0,1,,-28565.0,Katsina,Insurance,0.0
20000000096,2025-11,0.0,77509.0,0,1,,-77509.0,Katsina,Utilities,0.0
20000000096,2025-12,502129.0,0.0,1,0,0.0,502129.0,Katsina,,0.0
20000000097,2025-06,0.0,7770.0,0,1,,-7770.0,Niger,Food,0.0
20000000097,2025-08,0.0,61402.0,0,1,,-61402.0,Niger,Clothing,0.0
20000000097,2025-11,22836.0,0.0,1,0,0.0,22836.0,Niger,,0.0
20000000098,2025-08,0.0,294357.0,0,1,,-294357.0,Ebonyi,Transfers,0.0
20000000098,2025-11,0.0,179440.0,0,1,,-179440.0,Ebonyi,Entertainment,0.0
20000000098,2025-12,169697.0,0.0,1,0,0.0,169697.0,Ebonyi,,0.0
20000000099,2025-06,0.0,243334.0,0,1,,-243334.0,Delta,Transfers,0.0
20000000099,2025-11,0.0,375653.0,0,1,,-375653.0,Delta,Transport,0.0
20000000099,2025-12,598274.0,0.0,1,0,0.0,598274.0,Delta,,0.0
20000000100,2025-03,0.0,6147.0,0,1,,-6147.0,Akwa Ibom,Food,0.0
20000000100,2025-05,46751.0,0.0,1,0,0.0,46751.0,Akwa Ibom,,0.0
20000000100,2025-10,0.0,14476.0,0,1,,-14476.0,Akwa Ibom,Utilities,0.0
20000000101,2025-07,0.0,33814.0,0,1,,-33814.0,Kaduna,Restaurant,0.0
20000000101,2025-09,91107.0,0.0,1,0,0.0,91107.0,Kaduna,,0.0
20000000101,2026-01,0.0,44510.0,0,1,,-44510.0,Kaduna,Transfers,0.0
20000000102,2025-05,0.0,21982.0,0,1,,-21982.0,Rivers,Food,0.0
20000000102,2025-07,156126.0,0.0,1,0,0.0,156126.0,Rivers,,0.0
20000000102,2025-11,0.0,34205.0,0,1,,-34205.0,Rivers,Transport,0.0
20000000103,2025-03,0.0,445058.0,0,1,,-445058.0,Imo,Transfers,0.0
20000000103,2025-04,0.0,151925.0,0,1,,-151925.0,Imo,Restaurant,0.0
20000000103,2025-12,715260.0,0.0,1,0,0.0,715260.0,Imo,,0.0
20000000104,2025-02,87843.0,0.0,1,0,0.0,87843.0,Jigawa,,0.0
20000000104,2025-07,0.0,23576.0,0,1,,-23576.0,Jigawa,Food,0.0
20000000104,2025-08,0.0,62531.0,0,1,,-62531.0,Jigawa,Food,0.0
20000000105,2025-02,0.0,82950.0,0,1,,-82950.0,Kogi,Utilities,0.0
20000000105,2025-07,847827.0,0.0,1,0,0.0,847827.0,Kogi,,0.0
20000000105,2025-11,0.0,67803.0,0,1,,-67803.0,Kogi,Transfers,0.0
20000000106,2025-04,0.0,494509.0,0,1,,-494509.0,Plateau,Transport,0.0
20000000106,2025-07,0.0,584640.0,0,1,,-584640.0,Plateau,Transfers,0.0
20000000106,2025-09,627732.0,0.0,1,0,0.0,627732.0,Plateau,,0.0
